latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
49.177242,26.039759,339.2,0.56,0.69,3/21/2021,942,N,VIIRS,n,1,280.08,7.26,D,0
48.286201,38.086369,327.83,0.39,0.44,3/21/2021,942,N,VIIRS,n,1,283.58,1.57,D,2
48.50235,22.777882,346.39,0.4,0.37,3/21/2021,1118,N,VIIRS,n,1,286.85,4.84,D,0
48.50164,22.772451,329.82,0.4,0.37,3/21/2021,1118,N,VIIRS,n,1,284.7,4.84,D,0
48.547577,22.963919,328.41,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,281.25,1.96,D,0
48.546856,22.95834,329.89,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,282.18,2.04,D,0
48.766258,22.501085,340.8,0.4,0.37,3/21/2021,1118,N,VIIRS,n,1,284.78,2.77,D,0
49.189095,23.840502,327.3,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,278.01,2.41,D,0
49.996857,34.274181,342.45,0.39,0.59,3/21/2021,1118,N,VIIRS,n,1,279.99,3.27,D,0
49.259789,23.888744,329.79,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,285.65,18.24,D,0
49.259071,23.88278,340.03,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,293.2,18.24,D,0
49.361431,24.730124,327.19,0.46,0.39,3/21/2021,1118,N,VIIRS,n,1,279.17,3.16,D,0
49.231499,23.596842,328.64,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,283.12,1.83,D,0
49.750546,28.670097,343.96,0.43,0.46,3/21/2021,1118,N,VIIRS,n,1,279.55,4.55,D,0
49.324913,23.423101,341.18,0.42,0.38,3/21/2021,1118,N,VIIRS,n,1,282.31,7.72,D,0
49.606567,23.054047,331.9,0.42,0.37,3/21/2021,1118,N,VIIRS,n,1,282.48,5.9,D,0
49.605839,23.048286,332.54,0.42,0.37,3/21/2021,1118,N,VIIRS,n,1,282.46,5.9,D,0
49.762089,23.051912,325.31,0.42,0.38,3/21/2021,1118,N,VIIRS,n,1,279.93,3.76,D,0
49.76334,23.033434,327.84,0.42,0.38,3/21/2021,1118,N,VIIRS,n,1,281.23,2.44,D,0
49.936668,24.146357,347.65,0.45,0.39,3/21/2021,1118,N,VIIRS,n,1,286.38,18.01,D,0
49.957569,23.445124,345.65,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,283.13,9.18,D,0
49.956833,23.439095,335.52,0.43,0.38,3/21/2021,1118,N,VIIRS,n,1,283.44,4.22,D,0
50.200077,24.338497,325.59,0.46,0.39,3/21/2021,1118,N,VIIRS,n,1,280.68,2.4,D,0
50.269665,24.499411,325.53,0.46,0.39,3/21/2021,1118,N,VIIRS,n,1,273.69,2.41,D,0
50.34853,24.014397,332.05,0.45,0.39,3/21/2021,1118,N,VIIRS,n,1,276.09,2.37,D,0
50.360558,23.991627,339.81,0.45,0.39,3/21/2021,1118,N,VIIRS,n,1,280.37,7.57,D,0
50.359833,23.985332,326.93,0.45,0.39,3/21/2021,1118,N,VIIRS,n,1,279.74,4.85,D,0
50.365574,24.003262,329.18,0.45,0.39,3/21/2021,1118,N,VIIRS,n,1,277.52,2.6,D,0
46.213818,29.660772,340.3,0.44,0.46,3/21/2021,1118,N,VIIRS,n,1,287.64,1.79,D,0
48.162861,30.619967,330.08,0.51,0.49,3/21/2021,1118,N,VIIRS,n,1,285.55,3.29,D,0
48.167439,30.619228,339.09,0.51,0.49,3/21/2021,1118,N,VIIRS,n,1,286.02,13.42,D,2
47.965984,23.749146,335.97,0.42,0.38,3/21/2021,1118,N,VIIRS,n,1,285.83,4.69,D,0
48.024147,23.443335,340.56,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,287.42,4.55,D,0
48.027565,23.442425,344.6,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,286.43,5.32,D,0
48.033119,23.458107,343.12,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,287.13,3.71,D,0
48.037239,23.46269,329.67,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,285.8,80.02,D,0
48.096321,23.437962,338.72,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,284.79,5.79,D,0
48.114231,23.329718,331.43,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,285.56,3.51,D,0
48.117638,23.328754,337.13,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,286.89,3.51,D,0
48.109489,22.976358,330.12,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,285.28,2.95,D,0
48.613903,25.170837,338.81,0.47,0.39,3/21/2021,1118,N,VIIRS,n,1,285.92,6.26,D,0
48.69582,25.47468,329.83,0.48,0.4,3/21/2021,1118,N,VIIRS,n,1,284.79,3.74,D,0
48.41766,22.93009,328.44,0.41,0.37,3/21/2021,1118,N,VIIRS,n,1,281.43,3.67,D,0
48.520565,23.517321,345.39,0.42,0.38,3/21/2021,1118,N,VIIRS,n,1,283.45,8.1,D,0
48.450729,22.649353,328.74,0.4,0.37,3/21/2021,1118,N,VIIRS,n,1,283.39,1.71,D,0
50.828808,24.493433,340.86,0.47,0.4,3/21/2021,1124,N,VIIRS,n,1,276.66,9.12,D,0
50.671345,24.178581,343.81,0.46,0.39,3/21/2021,1124,N,VIIRS,n,1,280.55,5.96,D,0
50.683823,24.895119,330.79,0.48,0.4,3/21/2021,1124,N,VIIRS,n,1,275.54,3.8,D,0
50.389271,23.943729,326.55,0.45,0.39,3/21/2021,1124,N,VIIRS,n,1,279.23,2.28,D,0
51.433537,32.448986,345.36,0.33,0.55,3/21/2021,1124,N,VIIRS,n,1,272.96,4.12,D,0
48.534233,34.627613,296.96,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,273.08,0.82,N,3
47.103687,37.586761,310.86,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,274.4,1.23,N,2
47.106098,37.593025,301.53,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.14,1.23,N,0
47.10696,37.587963,321.54,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,273.39,1.23,N,2
47.627323,34.324646,327.56,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271.09,3.11,N,2
47.629932,34.330956,297.21,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,269.42,0.92,N,2
47.130421,37.634224,297.1,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.35,0.82,N,2
47.13905,37.583485,319.4,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,273.54,1.76,N,2
47.139912,37.578419,314.63,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.56,1.76,N,2
47.143185,37.579613,313.03,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,276.95,1.76,N,2
47.148182,37.570679,295.81,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.62,0.68,N,2
47.154179,37.535278,296.67,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.03,8.44,N,2
47.155037,37.530197,328.5,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,278.96,8.44,N,2
47.159176,37.526318,319.36,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.36,1.19,N,2
47.156452,37.562939,303.17,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.82,2.51,N,2
47.15559,37.568005,329.01,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,277.43,2.51,N,2
47.159729,37.564137,311.71,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,274.57,2.51,N,2
47.16058,37.559078,328.2,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,273.18,3.06,N,2
47.21162,37.557743,298.25,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.48,0.96,N,2
47.843369,33.386314,302.05,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,274.02,1.13,N,3
48.162766,30.612734,296.47,0.51,0.41,3/21/2021,2336,N,VIIRS,n,1,272.92,1.73,N,2
47.846794,33.387299,305.43,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,272.43,1.39,N,3
48.165855,30.620472,325.65,0.51,0.41,3/21/2021,2336,N,VIIRS,n,1,271.77,5.71,N,2
47.865726,33.433262,298,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,270.6,1.2,N,3
47.870052,33.399815,301.45,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,271.29,2.22,N,3
47.87149,33.388664,298.84,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,274.27,2.66,N,2
47.870773,33.394241,328.69,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,274.47,2.22,N,3
47.874741,33.418518,295.96,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,274.62,0.99,N,3
47.875458,33.412945,316.18,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,276.71,1.5,N,3
47.876179,33.407372,295.53,0.42,0.38,3/21/2021,2336,N,VIIRS,n,1,272.71,1.5,N,3
47.871124,33.446381,323.64,0.42,0.37,3/21/2021,2336,N,VIIRS,n,1,273.89,2.91,N,2
47.821495,35.229164,298.42,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.47,0.82,N,0
48.745308,26.606876,295.5,0.51,0.49,3/21/2021,2336,N,VIIRS,n,1,268.79,0.7,N,0
48.749897,26.60754,297.24,0.51,0.49,3/21/2021,2336,N,VIIRS,n,1,270.69,0.67,N,0
47.86068,35.149834,309.85,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.77,1.28,N,3
47.861431,35.144653,304.77,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,274.43,1.28,N,3
47.863979,35.150898,306.76,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,276.13,1.26,N,3
47.867275,35.151962,296.44,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,274.44,1.26,N,3
47.869072,35.16338,312.16,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,274.85,2.05,N,3
47.876431,35.160313,296.65,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.3,0.58,N,2
47.877468,35.176922,296.04,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.02,0.64,N,2
47.879257,35.188343,320.85,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.03,1.66,N,2
48.474121,34.629486,305.69,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.49,1.05,N,2
48.471794,34.968742,300.71,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,273.31,0.95,N,2
48.472549,34.963421,299.23,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271.16,0.62,N,2
48.519127,34.63208,336.64,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,273.13,4.4,N,3
48.473404,34.965786,303.56,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.25,1.06,N,2
48.519375,34.634186,305.04,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,270.47,1.31,N,3
48.520115,34.628807,328.12,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,273.12,2.99,N,3
48.524933,34.619099,296.6,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,270.76,1.08,N,2
48.529018,34.614765,303.06,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271.18,0.84,N,3
48.532364,34.615803,295.37,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.38,0.84,N,3
48.531273,34.649166,295.25,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271.45,1.24,N,3
48.532017,34.64378,313.77,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271.69,2.13,N,3
48.489285,34.976345,303.45,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.56,0.93,N,2
48.09726,37.926334,296.96,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,268.37,0.81,N,2
48.098129,37.921185,298.7,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.51,0.81,N,2
48.163918,37.706833,303.4,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.61,1.42,N,2
48.168037,37.702923,336.26,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,275.81,2.5,N,2
48.171307,37.704144,302.37,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.14,2.5,N,2
48.172165,37.699017,321.83,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,273.91,2.89,N,2
48.175426,37.700237,308.11,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.41,1.24,N,2
48.176289,37.69511,319.34,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.38,1.24,N,2
48.179554,37.696331,296.91,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,269.4,1.24,N,2
48.214169,38.243294,312.17,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.52,1.9,N,2
48.222511,38.23542,299.32,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.47,1.09,N,2
48.465118,38.75848,304.29,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.36,1.85,N,2
48.46841,38.759789,309.99,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,272.82,0.96,N,3
48.47971,38.77562,313.8,0.4,0.37,3/21/2021,2336,N,VIIRS,n,1,271,1.41,N,3
46.492058,29.999527,295.88,0.52,0.41,3/21/2021,2336,N,VIIRS,n,1,270.15,0.55,N,0
46.4939,29.999424,296.03,0.52,0.41,3/21/2021,2336,N,VIIRS,n,1,269.46,0.9,N,0
47.092125,37.593307,295.35,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,270.47,1.54,N,3
47.090389,37.603439,331.58,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,275.01,3.44,N,3
47.094536,37.59956,297.59,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.34,2.13,N,2
47.093674,37.604626,340.29,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,275.16,2.65,N,2
47.095402,37.594498,329.97,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,272.55,2.13,N,2
47.096954,37.605816,306.45,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,273.06,2.65,N,2
47.102821,37.591824,296.76,0.39,0.36,3/21/2021,2336,N,VIIRS,n,1,271.47,1.23,N,2
50.517311,30.908543,300.71,0.5,0.66,3/22/2021,112,N,VIIRS,n,1,269.07,0.93,N,0
48.74659,26.603455,297.63,0.39,0.59,3/22/2021,112,N,VIIRS,n,1,269.38,1.03,N,2
48.74712,26.603746,297.57,0.39,0.59,3/22/2021,112,N,VIIRS,n,1,269.67,0.88,N,2
50.515503,30.908792,296.99,0.5,0.66,3/22/2021,112,N,VIIRS,n,1,269.29,0.59,N,0
48.487427,34.975613,326.33,0.41,0.6,3/22/2021,918,N,VIIRS,n,1,279.87,2.26,D,2
48.078274,34.631149,325.2,0.43,0.62,3/22/2021,918,N,VIIRS,n,1,278.83,2.23,D,0
48.487354,34.97887,332.43,0.4,0.6,3/22/2021,924,N,VIIRS,n,1,279.97,2.75,D,0
49.499069,35.817184,325.73,0.35,0.57,3/22/2021,924,N,VIIRS,n,1,279.28,3.21,D,0
50.290768,36.999027,335.99,0.63,0.54,3/22/2021,1100,N,VIIRS,n,1,281.11,7.59,D,0
49.399902,35.053226,330.71,0.51,0.49,3/22/2021,1100,N,VIIRS,n,1,278.29,5.74,D,0
49.400677,35.054127,334.93,0.51,0.49,3/22/2021,1100,N,VIIRS,n,1,277.59,3.17,D,0
48.165577,30.619379,335.48,0.49,0.4,3/22/2021,1100,N,VIIRS,n,1,277.7,6.54,D,2
47.605877,29.688417,336.57,0.45,0.39,3/22/2021,1100,N,VIIRS,n,1,278.89,31.49,D,0
50.800217,31.98653,321.55,0.35,0.57,3/23/2021,54,N,VIIRS,n,1,267.76,1.37,N,0
48.290714,30.219746,327.22,0.38,0.36,3/23/2021,1042,N,VIIRS,n,1,280.32,1.32,D,0
51.443569,33.83009,329.29,0.47,0.4,3/23/2021,1042,N,VIIRS,n,1,278.29,5.5,D,0
51.019184,30.736067,335.08,0.4,0.37,3/23/2021,1042,N,VIIRS,n,1,281.51,7.54,D,0
51.064133,31.929081,332.93,0.42,0.37,3/23/2021,1042,N,VIIRS,n,1,275.54,5.18,D,0
51.059971,31.924242,342.64,0.42,0.37,3/23/2021,1042,N,VIIRS,n,1,277.36,5.18,D,0
50.412361,30.033213,339.37,0.39,0.36,3/23/2021,1042,N,VIIRS,n,1,281.65,8.4,D,0
50.23267,31.765526,338.44,0.41,0.37,3/23/2021,1042,N,VIIRS,n,1,274.71,3.24,D,0
49.408054,30.926472,327.84,0.39,0.36,3/23/2021,1042,N,VIIRS,n,1,279.13,24.45,D,0
47.186474,31.81535,328.23,0.39,0.36,3/23/2021,1042,N,VIIRS,n,1,283.4,1.38,D,3
45.861164,29.021225,342.56,0.4,0.37,3/23/2021,1042,N,VIIRS,n,1,289.87,5.01,D,0
45.860466,29.024137,327.62,0.4,0.37,3/23/2021,1042,N,VIIRS,n,1,288.94,6.15,D,0
45.342953,28.952414,331.45,0.4,0.37,3/23/2021,1042,N,VIIRS,n,1,282.8,2.14,D,3
47.876392,33.41423,301.26,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,274.43,1.29,N,3
47.876595,33.40966,302.95,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,271.63,1.29,N,3
47.876793,33.405087,305.64,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,272.13,1.76,N,3
47.876194,33.418816,335.97,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,272.53,2.31,N,3
47.885334,33.447479,305.16,0.33,0.55,3/23/2021,2254,N,VIIRS,n,1,270.53,0.6,N,2
48.167282,30.617231,295.94,0.45,0.63,3/23/2021,2254,N,VIIRS,n,1,268.96,1.24,N,2
48.164993,30.614311,297.45,0.45,0.63,3/23/2021,2254,N,VIIRS,n,1,269.81,1.48,N,2
50.542076,26.258797,296.43,0.72,0.75,3/23/2021,2254,N,VIIRS,n,1,267.36,1.31,N,0
47.865246,33.431438,299.53,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,268.94,1.12,N,2
47.871609,33.404514,302.66,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,270.7,0.75,N,3
47.871807,33.399921,298.35,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,271.98,0.75,N,3
47.8722,33.390759,315.12,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,272.04,2.48,N,3
47.872398,33.386177,310.41,0.34,0.56,3/23/2021,2254,N,VIIRS,n,1,270.58,2.3,N,2
47.86982,33.445812,335.95,0.33,0.55,3/23/2021,2254,N,VIIRS,n,1,272.04,3.63,N,2
47.871021,33.418228,320.15,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,269.72,2.04,N,3
47.870579,33.403374,306.62,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,271.29,0.9,N,3
47.86858,33.444622,298.35,0.33,0.55,3/23/2021,2254,N,VIIRS,n,1,268.8,2.93,N,3
47.871025,33.394215,313.6,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,271.3,2.03,N,3
47.871239,33.389637,297.9,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,271.45,1.39,N,2
47.868359,33.449184,334.42,0.33,0.55,3/23/2021,2254,N,VIIRS,n,1,271.67,2.68,N,0
47.87146,33.385059,322.45,0.33,0.56,3/23/2021,2254,N,VIIRS,n,1,270.22,1.39,N,2
47.868603,33.447922,301.21,0.32,0.54,3/24/2021,36,N,VIIRS,n,1,270.29,1,N,3
48.746578,26.606678,303.44,0.48,0.4,3/24/2021,36,N,VIIRS,n,1,270.75,1.08,N,0
48.975636,24.709408,304.46,0.43,0.38,3/24/2021,36,N,VIIRS,n,1,271.98,1.37,N,2
44.772968,33.860374,299.89,0.41,0.61,3/24/2021,36,N,VIIRS,n,1,270.7,0.9,N,2
47.878071,33.41378,303.16,0.63,0.54,3/24/2021,36,N,VIIRS,n,1,272.41,3.21,N,3
50.543774,26.259722,312.22,0.44,0.39,3/24/2021,36,N,VIIRS,n,1,272.01,2.17,N,2
47.878754,33.411495,298.06,0.63,0.54,3/24/2021,36,N,VIIRS,n,1,272.05,2.11,N,3
49.967255,28.593966,331.22,0.47,0.4,3/24/2021,1024,N,VIIRS,n,1,292.31,29.44,D,0
51.533379,24.180729,344.45,0.41,0.45,3/24/2021,1024,N,VIIRS,n,1,286.29,11.78,D,0
51.534737,24.186426,351.23,0.41,0.45,3/24/2021,1024,N,VIIRS,n,1,286.44,11.21,D,0
51.529465,24.183138,345.21,0.41,0.45,3/24/2021,1024,N,VIIRS,n,1,288.16,11.78,D,0
51.530815,24.188822,339.45,0.41,0.45,3/24/2021,1024,N,VIIRS,n,1,287.96,11.21,D,0
51.823437,25.752144,326.94,0.54,0.42,3/24/2021,1024,N,VIIRS,n,1,285.79,2.94,D,0
51.801601,26.179316,338.5,0.52,0.42,3/24/2021,1024,N,VIIRS,n,1,288.11,17.21,D,0
51.587399,26.730183,334.67,0.5,0.41,3/24/2021,1024,N,VIIRS,n,1,284.67,10.13,D,0
51.473473,26.949741,329.26,0.5,0.41,3/24/2021,1024,N,VIIRS,n,1,281.53,4.2,D,0
51.187542,27.692345,330.55,0.48,0.4,3/24/2021,1024,N,VIIRS,n,1,283.51,3.92,D,0
50.571228,25.400213,340.15,0.39,0.44,3/24/2021,1024,N,VIIRS,n,1,286.43,7.34,D,3
50.592609,25.868355,328.27,0.57,0.43,3/24/2021,1024,N,VIIRS,n,1,282.51,6.16,D,0
50.592152,25.87553,328.42,0.57,0.43,3/24/2021,1024,N,VIIRS,n,1,283.14,3.28,D,0
50.014198,23.541662,353.54,0.48,0.48,3/24/2021,1024,N,VIIRS,n,1,289.82,17.72,D,0
49.909363,23.434044,338.81,0.49,0.48,3/24/2021,1024,N,VIIRS,n,1,287.07,7.93,D,0
49.740372,23.418913,332.14,0.5,0.49,3/24/2021,1024,N,VIIRS,n,1,284.99,2.48,D,0
49.598141,23.670717,335.54,0.49,0.48,3/24/2021,1024,N,VIIRS,n,1,283.67,3.77,D,0
49.5839,23.568977,327.58,0.49,0.49,3/24/2021,1024,N,VIIRS,n,1,284.7,3.95,D,0
49.595673,23.673588,334.24,0.49,0.48,3/24/2021,1024,N,VIIRS,n,1,283.84,3.76,D,0
49.588303,23.91214,326.05,0.48,0.48,3/24/2021,1024,N,VIIRS,n,1,283.27,1.94,D,0
51.017872,31.218035,333.35,0.4,0.37,3/24/2021,1024,N,VIIRS,n,1,281.82,2.63,D,0
51.01458,31.219481,329.15,0.4,0.37,3/24/2021,1024,N,VIIRS,n,1,285.35,2.63,D,0
49.467228,27.39393,335.95,0.53,0.42,3/24/2021,1024,N,VIIRS,n,1,278.86,11.27,D,3
48.338425,22.92716,351.47,0.57,0.52,3/24/2021,1024,N,VIIRS,n,1,291.89,32.68,D,0
50.531422,30.148329,328.48,0.42,0.38,3/24/2021,1024,N,VIIRS,n,1,283.5,2.82,D,0
50.221783,29.323605,343.69,0.45,0.39,3/24/2021,1024,N,VIIRS,n,1,280.99,11.36,D,0
50.217144,29.319151,341.74,0.45,0.39,3/24/2021,1024,N,VIIRS,n,1,283.98,11.36,D,0
50.608032,31.959805,328.13,0.39,0.36,3/24/2021,1024,N,VIIRS,n,1,278.85,1.4,D,0
49.968559,28.600363,337.22,0.47,0.4,3/24/2021,1024,N,VIIRS,n,1,280.97,15.92,D,0
48.371109,22.019974,349.24,0.62,0.54,3/24/2021,1024,N,VIIRS,n,1,289.13,8.64,D,0
48.370781,22.020306,346.78,0.62,0.54,3/24/2021,1024,N,VIIRS,n,1,289.91,11.1,D,0
50.11924,29.671421,329.78,0.44,0.38,3/24/2021,1024,N,VIIRS,n,1,280.02,5.2,D,0
50.113506,29.661005,336.04,0.44,0.38,3/24/2021,1024,N,VIIRS,n,1,282.39,3.57,D,0
50.114662,29.667009,334.88,0.44,0.38,3/24/2021,1024,N,VIIRS,n,1,281.46,3.57,D,0
50.110092,29.662634,336.34,0.44,0.38,3/24/2021,1024,N,VIIRS,n,1,281.78,4.15,D,0
50.111248,29.668625,330.37,0.44,0.38,3/24/2021,1024,N,VIIRS,n,1,280.61,4.15,D,0
50.137161,30.570755,333.66,0.42,0.37,3/24/2021,1024,N,VIIRS,n,1,282.54,3.58,D,0
49.468056,27.392643,336.68,0.53,0.42,3/24/2021,1024,N,VIIRS,n,1,276.65,4.55,D,3
49.464355,27.394533,332.59,0.53,0.42,3/24/2021,1024,N,VIIRS,n,1,276.26,4.55,D,3
49.536789,23.309258,341.44,0.39,0.59,3/24/2021,1206,N,VIIRS,n,1,288.67,4.37,D,0
49.370872,23.493864,337.64,0.4,0.6,3/24/2021,1206,N,VIIRS,n,1,285.42,3.19,D,0
49.367657,23.492569,336.08,0.39,0.6,3/24/2021,1206,N,VIIRS,n,1,284.4,3.3,D,0
49.045876,24.484503,330.73,0.44,0.62,3/24/2021,1206,N,VIIRS,n,1,281.04,4.78,D,0
48.813129,22.497225,329.06,0.35,0.57,3/24/2021,1206,N,VIIRS,n,1,285.37,2.44,D,0
48.814877,22.49531,344.95,0.35,0.57,3/24/2021,1206,N,VIIRS,n,1,287.27,3.57,D,0
48.762691,22.6681,342.55,0.36,0.57,3/24/2021,1206,N,VIIRS,n,1,287.09,3.64,D,0
48.632915,22.411621,329.25,0.35,0.57,3/24/2021,1206,N,VIIRS,n,1,284.91,1.89,D,0
48.60001,22.681705,339.25,0.36,0.57,3/24/2021,1206,N,VIIRS,n,1,282.99,4.03,D,0
48.538818,23.010941,329.41,0.37,0.58,3/24/2021,1206,N,VIIRS,n,1,287.48,2.04,D,0
48.366436,22.021786,367,0.33,0.56,3/24/2021,1206,N,VIIRS,h,1,293.69,5.79,D,0
48.365421,22.020775,350.45,0.33,0.55,3/24/2021,1206,N,VIIRS,n,1,291.3,5.13,D,0
48.116325,23.192141,339.58,0.38,0.58,3/24/2021,1206,N,VIIRS,n,1,287.74,3.48,D,0
49.486156,23.978477,333.25,0.42,0.61,3/24/2021,1206,N,VIIRS,n,1,282.85,2.69,D,0
51.605438,25.283432,367,0.49,0.65,3/24/2021,1206,N,VIIRS,l,1,284.97,8.75,D,0
51.797623,26.168604,345.2,0.53,0.67,3/24/2021,1206,N,VIIRS,n,1,282.53,8.51,D,0
51.800114,26.16857,338.63,0.53,0.67,3/24/2021,1206,N,VIIRS,n,1,281.46,6.38,D,0
51.531918,24.198793,356.85,0.44,0.62,3/24/2021,1206,N,VIIRS,n,1,291.67,18.74,D,0
51.531601,24.179321,341.91,0.43,0.62,3/24/2021,1206,N,VIIRS,n,1,282.91,5.26,D,0
51.531494,24.172813,340.31,0.43,0.62,3/24/2021,1206,N,VIIRS,n,1,282.93,5.26,D,0
51.537842,24.205149,326.34,0.44,0.62,3/24/2021,1206,N,VIIRS,n,1,282.34,18.74,D,0
51.605404,25.276291,335.39,0.48,0.65,3/24/2021,1206,N,VIIRS,n,1,284.08,8.75,D,0
51.525787,24.179436,327.77,0.43,0.62,3/24/2021,1206,N,VIIRS,n,1,281.23,2.72,D,0
51.539288,26.705229,348.46,0.56,0.69,3/24/2021,1206,N,VIIRS,n,1,283.54,6.14,D,0
51.483845,24.096539,336.7,0.43,0.62,3/24/2021,1206,N,VIIRS,n,1,284.69,2.76,D,0
51.057926,24.179882,344.56,0.43,0.62,3/24/2021,1206,N,VIIRS,n,1,284.91,5.11,D,0
50.938812,28.580713,329.39,0.67,0.74,3/24/2021,1206,N,VIIRS,n,1,281.8,3.35,D,0
50.899418,26.934425,346.68,0.57,0.69,3/24/2021,1206,N,VIIRS,n,1,282.1,7.53,D,0
